new_cases,date,popluation,AgeGroup
9,98,2589000,5
6,88,7544000,1
5,88,7544000,2
16,88,7544000,3
10,88,7544000,4
16,88,7544000,5
2,88,245353,1
1,88,245353,2
7,88,245353,3
3,88,245353,4
6,88,245353,5
6,88,5071000,1
13,88,5071000,2
25,88,5071000,3
28,88,5071000,4
22,88,5071000,5
5,88,1677000,1
7,88,1677000,2
4,88,1677000,3
9,88,1677000,4
6,88,1677000,5
4,88,2589000,1
1,88,2589000,2
12,88,2589000,3
5,88,2589000,4
16,88,2589000,5
7,88,2589000,1
5,88,2589000,2
9,88,2589000,3
8,88,2589000,4
11,88,2589000,5
6,88,7544000,1
5,88,7544000,2
16,88,7544000,3
10,88,7544000,4
16,88,7544000,5
2,88,245353,1
1,88,245353,2
7,88,245353,3
3,88,245353,4
6,88,245353,5
6,88,5071000,1
13,88,5071000,2
25,88,5071000,3
28,88,5071000,4
22,88,5071000,5
5,88,1677000,1
7,88,1677000,2
4,88,1677000,3
9,88,1677000,4
6,88,1677000,5
4,88,2589000,1
1,88,2589000,2
12,88,2589000,3
5,88,2589000,4
16,88,2589000,5
7,88,2589000,1
5,88,2589000,2
9,88,2589000,3
8,88,2589000,4
11,88,2589000,5
6,88,7544000,1
5,88,7544000,2
16,88,7544000,3
10,88,7544000,4
16,88,7544000,5
2,88,245353,1
1,88,245353,2
7,88,245353,3
3,88,245353,4
6,88,245353,5
6,88,5071000,1
13,88,5071000,2
25,88,5071000,3
28,88,5071000,4
22,88,5071000,5
5,88,1677000,1
7,88,1677000,2
4,88,1677000,3
9,88,1677000,4
6,88,1677000,5
0,88,2589000,1
0,88,2589000,2
1,88,2589000,3
2,88,2589000,4
1,88,2589000,5
4,88,2589000,1
1,88,2589000,2
12,88,2589000,3
5,88,2589000,4
16,88,2589000,5
7,88,2589000,1
5,88,2589000,2
9,88,2589000,3
8,88,2589000,4
11,88,2589000,5
6,88,7544000,1
5,88,7544000,2
16,88,7544000,3
10,88,7544000,4
16,88,7544000,5
2,88,245353,1
1,88,245353,2
7,88,245353,3
3,88,245353,4
6,88,245353,5
6,88,5071000,1
13,88,5071000,2
25,88,5071000,3
28,88,5071000,4
22,88,5071000,5
5,88,1677000,1
7,88,1677000,2
4,88,1677000,3
9,88,1677000,4
6,88,1677000,5
0,88,2589000,1
0,88,2589000,2
1,88,2589000,3
2,88,2589000,4
1,88,2589000,5
4,88,2589000,1
1,88,2589000,2
12,88,2589000,3
5,88,2589000,4
16,88,2589000,5
7,88,2589000,1
5,88,2589000,2
9,88,2589000,3
8,88,2589000,4
11,88,2589000,5
2,88,245353,1
1,88,245353,2
7,88,245353,3
3,88,245353,4
6,88,245353,5
6,88,5071000,1
13,88,5071000,2
25,88,5071000,3
28,88,5071000,4
22,88,5071000,5
5,88,1677000,1
7,88,1677000,2
4,88,1677000,3
9,88,1677000,4
6,88,1677000,5
4,88,2589000,1
1,88,2589000,2
12,88,2589000,3
5,88,2589000,4
16,88,2589000,5
7,88,2589000,1
5,88,2589000,2
9,88,2589000,3
8,88,2589000,4
11,88,2589000,5
6,88,7544000,1
5,88,7544000,2
16,88,7544000,3
10,88,7544000,4
16,88,7544000,5
2,88,245353,1
1,88,245353,2
7,88,245353,3
3,88,245353,4
6,88,245353,5
6,88,5071000,1
13,88,5071000,2
25,88,5071000,3
28,88,5071000,4
22,88,5071000,5
5,88,1677000,1
7,88,1677000,2
4,88,1677000,3
9,88,1677000,4
6,88,1677000,5
4,88,2589000,1
1,88,2589000,2
12,88,2589000,3
5,88,2589000,4
16,88,2589000,5
7,88,2589000,1
5,88,2589000,2
9,88,2589000,3
8,88,2589000,4
11,88,2589000,5
6,88,7544000,1
5,88,7544000,2
16,88,7544000,3
10,88,7544000,4
16,88,7544000,5
2,88,245353,1
1,88,245353,2
7,88,245353,3
3,88,245353,4
6,88,245353,5
6,88,5071000,1
13,88,5071000,2
25,88,5071000,3
28,88,5071000,4
22,88,5071000,5
5,88,1677000,1
7,88,1677000,2
4,88,1677000,3
9,88,1677000,4
6,88,1677000,5
0,88,2589000,1
0,88,2589000,2
1,88,2589000,3
2,88,2589000,4
1,88,2589000,5
4,88,2589000,1
1,88,2589000,2
12,88,2589000,3
5,88,2589000,4
16,88,2589000,5
7,88,2589000,1
5,88,2589000,2
9,88,2589000,3
8,88,2589000,4
11,88,2589000,5
8,81,7544000,1
1,81,7544000,2
17,81,7544000,3
13,81,7544000,4
16,81,7544000,5
3,81,245353,1
5,81,245353,2
9,81,245353,3
7,81,245353,4
9,81,245353,5
8,81,5071000,1
8,81,5071000,2
31,81,5071000,3
22,81,5071000,4
23,81,5071000,5
0,81,1677000,1
3,81,1677000,2
8,81,1677000,3
9,81,1677000,4
9,81,1677000,5
2,81,2589000,1
2,81,2589000,2
13,81,2589000,3
10,81,2589000,4
11,81,2589000,5
4,81,2589000,1
3,81,2589000,2
4,81,2589000,3
3,81,2589000,4
9,81,2589000,5
8,81,7544000,1
1,81,7544000,2
17,81,7544000,3
13,81,7544000,4
16,81,7544000,5
3,81,245353,1
5,81,245353,2
9,81,245353,3
7,81,245353,4
9,81,245353,5
8,81,5071000,1
8,81,5071000,2
31,81,5071000,3
22,81,5071000,4
23,81,5071000,5
0,81,1677000,1
3,81,1677000,2
8,81,1677000,3
9,81,1677000,4
9,81,1677000,5
2,81,2589000,1
2,81,2589000,2
13,81,2589000,3
10,81,2589000,4
11,81,2589000,5
4,81,2589000,1
3,81,2589000,2
4,81,2589000,3
3,81,2589000,4
9,81,2589000,5
8,81,7544000,1
1,81,7544000,2
17,81,7544000,3
13,81,7544000,4
16,81,7544000,5
3,81,245353,1
5,81,245353,2
9,81,245353,3
7,81,245353,4
9,81,245353,5
8,81,5071000,1
8,81,5071000,2
31,81,5071000,3
22,81,5071000,4
23,81,5071000,5
0,81,1677000,1
3,81,1677000,2
8,81,1677000,3
9,81,1677000,4
9,81,1677000,5
0,81,2589000,1
0,81,2589000,2
1,81,2589000,3
0,81,2589000,4
3,81,2589000,5
2,81,2589000,1
2,81,2589000,2
13,81,2589000,3
10,81,2589000,4
11,81,2589000,5
4,81,2589000,1
3,81,2589000,2
4,81,2589000,3
3,81,2589000,4
9,81,2589000,5
8,81,7544000,1
1,81,7544000,2
17,81,7544000,3
13,81,7544000,4
16,81,7544000,5
3,81,245353,1
5,81,245353,2
9,81,245353,3
7,81,245353,4
9,81,245353,5
8,81,5071000,1
8,81,5071000,2
31,81,5071000,3
22,81,5071000,4
23,81,5071000,5
0,81,1677000,1
3,81,1677000,2
8,81,1677000,3
9,81,1677000,4
9,81,1677000,5
0,81,2589000,1
0,81,2589000,2
1,81,2589000,3
0,81,2589000,4
3,81,2589000,5
2,81,2589000,1
2,81,2589000,2
13,81,2589000,3
10,81,2589000,4
11,81,2589000,5
4,81,2589000,1
3,81,2589000,2
4,81,2589000,3
3,81,2589000,4
9,81,2589000,5
8,81,7544000,1
1,81,7544000,2
17,81,7544000,3
13,81,7544000,4
16,81,7544000,5
3,81,245353,1
5,81,245353,2
9,81,245353,3
7,81,245353,4
9,81,245353,5
8,81,5071000,1
8,81,5071000,2
31,81,5071000,3
22,81,5071000,4
23,81,5071000,5
0,81,1677000,1
3,81,1677000,2
8,81,1677000,3
9,81,1677000,4
9,81,1677000,5
2,81,2589000,1
2,81,2589000,2
13,81,2589000,3
10,81,2589000,4
11,81,2589000,5
4,81,2589000,1
3,81,2589000,2
4,81,2589000,3
3,81,2589000,4
9,81,2589000,5
8,81,7544000,1
1,81,7544000,2
17,81,7544000,3
13,81,7544000,4
16,81,7544000,5
3,81,245353,1
5,81,245353,2
9,81,245353,3
7,81,245353,4
9,81,245353,5
8,81,5071000,1
8,81,5071000,2
31,81,5071000,3
22,81,5071000,4
23,81,5071000,5
0,81,1677000,1
3,81,1677000,2
8,81,1677000,3
9,81,1677000,4
9,81,1677000,5
2,81,2589000,1
2,81,2589000,2
13,81,2589000,3
10,81,2589000,4
11,81,2589000,5
4,81,2589000,1
3,81,2589000,2
4,81,2589000,3
3,81,2589000,4
9,81,2589000,5
8,81,7544000,1
1,81,7544000,2
17,81,7544000,3
13,81,7544000,4
16,81,7544000,5
3,81,245353,1
5,81,245353,2
9,81,245353,3
7,81,245353,4
9,81,245353,5
8,81,5071000,1
8,81,5071000,2
31,81,5071000,3
22,81,5071000,4
23,81,5071000,5
0,81,1677000,1
3,81,1677000,2
8,81,1677000,3
9,81,1677000,4
9,81,1677000,5
0,81,2589000,1
0,81,2589000,2
1,81,2589000,3
0,81,2589000,4
3,81,2589000,5
2,81,2589000,1
2,81,2589000,2
13,81,2589000,3
10,81,2589000,4
11,81,2589000,5
4,81,2589000,1
3,81,2589000,2
4,81,2589000,3
3,81,2589000,4
9,81,2589000,5
8,74,7544000,1
3,74,7544000,2
13,74,7544000,3
3,74,7544000,4
16,74,7544000,5
10,74,245353,1
6,74,245353,2
14,74,245353,3
10,74,245353,4
10,74,245353,5
12,74,5071000,1
16,74,5071000,2
30,74,5071000,3
27,74,5071000,4
21,74,5071000,5
6,74,1677000,1
3,74,1677000,2
3,74,1677000,3
4,74,1677000,4
10,74,1677000,5
0,74,2589000,1
0,74,2589000,2
2,74,2589000,3
1,74,2589000,4
0,74,2589000,5
5,74,2589000,1
1,74,2589000,2
7,74,2589000,3
5,74,2589000,4
11,74,2589000,5
4,74,2589000,1
3,74,2589000,2
10,74,2589000,3
5,74,2589000,4
8,74,2589000,5
8,74,7544000,1
3,74,7544000,2
13,74,7544000,3
3,74,7544000,4
16,74,7544000,5
10,74,245353,1
6,74,245353,2
14,74,245353,3
10,74,245353,4
10,74,245353,5
12,74,5071000,1
16,74,5071000,2
30,74,5071000,3
27,74,5071000,4
21,74,5071000,5
6,74,1677000,1
3,74,1677000,2
3,74,1677000,3
4,74,1677000,4
10,74,1677000,5
5,74,2589000,1
1,74,2589000,2
7,74,2589000,3
5,74,2589000,4
11,74,2589000,5
4,74,2589000,1
3,74,2589000,2
10,74,2589000,3
5,74,2589000,4
8,74,2589000,5
8,74,7544000,1
3,74,7544000,2
13,74,7544000,3
3,74,7544000,4
16,74,7544000,5
10,74,245353,1
6,74,245353,2
14,74,245353,3
10,74,245353,4
10,74,245353,5
12,74,5071000,1
16,74,5071000,2
30,74,5071000,3
27,74,5071000,4
21,74,5071000,5
6,74,1677000,1
3,74,1677000,2
3,74,1677000,3
4,74,1677000,4
10,74,1677000,5
0,74,2589000,1
0,74,2589000,2
2,74,2589000,3
1,74,2589000,4
0,74,2589000,5
5,74,2589000,1
1,74,2589000,2
7,74,2589000,3
5,74,2589000,4
11,74,2589000,5
4,74,2589000,1
3,74,2589000,2
10,74,2589000,3
5,74,2589000,4
8,74,2589000,5
8,74,7544000,1
3,74,7544000,2
13,74,7544000,3
3,74,7544000,4
16,74,7544000,5
10,74,245353,1
6,74,245353,2
14,74,245353,3
10,74,245353,4
10,74,245353,5
12,74,5071000,1
16,74,5071000,2
30,74,5071000,3
27,74,5071000,4
21,74,5071000,5
6,74,1677000,1
3,74,1677000,2
3,74,1677000,3
4,74,1677000,4
10,74,1677000,5
5,74,2589000,1
1,74,2589000,2
7,74,2589000,3
5,74,2589000,4
11,74,2589000,5
4,74,2589000,1
3,74,2589000,2
10,74,2589000,3
5,74,2589000,4
8,74,2589000,5
8,74,7544000,1
3,74,7544000,2
13,74,7544000,3
3,74,7544000,4
16,74,7544000,5
10,74,245353,1
6,74,245353,2
14,74,245353,3
10,74,245353,4
10,74,245353,5
12,74,5071000,1
16,74,5071000,2
30,74,5071000,3
27,74,5071000,4
21,74,5071000,5
6,74,1677000,1
3,74,1677000,2
3,74,1677000,3
4,74,1677000,4
10,74,1677000,5
5,74,2589000,1
1,74,2589000,2
7,74,2589000,3
5,74,2589000,4
11,74,2589000,5
4,74,2589000,1
3,74,2589000,2
10,74,2589000,3
5,74,2589000,4
8,74,2589000,5
8,74,7544000,1
3,74,7544000,2
13,74,7544000,3
3,74,7544000,4
16,74,7544000,5
10,74,245353,1
6,74,245353,2
14,74,245353,3
10,74,245353,4
10,74,245353,5
12,74,5071000,1
16,74,5071000,2
30,74,5071000,3
27,74,5071000,4
21,74,5071000,5
6,74,1677000,1
3,74,1677000,2
3,74,1677000,3
4,74,1677000,4
10,74,1677000,5
5,74,2589000,1
1,74,2589000,2
7,74,2589000,3
5,74,2589000,4
11,74,2589000,5
4,74,2589000,1
3,74,2589000,2
10,74,2589000,3
5,74,2589000,4
8,74,2589000,5
8,74,7544000,1
3,74,7544000,2
13,74,7544000,3
3,74,7544000,4
16,74,7544000,5
10,74,245353,1
6,74,245353,2
14,74,245353,3
10,74,245353,4
10,74,245353,5
12,74,5071000,1
16,74,5071000,2
30,74,5071000,3
27,74,5071000,4
21,74,5071000,5
6,74,1677000,1
3,74,1677000,2
3,74,1677000,3
4,74,1677000,4
10,74,1677000,5
0,74,2589000,1
0,74,2589000,2
2,74,2589000,3
1,74,2589000,4
0,74,2589000,5
5,74,2589000,1
1,74,2589000,2
7,74,2589000,3
5,74,2589000,4
11,74,2589000,5
4,74,2589000,1
3,74,2589000,2
10,74,2589000,3
5,74,2589000,4
8,74,2589000,5
6,67,7544000,1
5,67,7544000,2
21,67,7544000,3
22,67,7544000,4
19,67,7544000,5
5,67,245353,1
3,67,245353,2
11,67,245353,3
6,67,245353,4
4,67,245353,5
12,67,5071000,1
13,67,5071000,2
28,67,5071000,3
30,67,5071000,4
36,67,5071000,5
3,67,1677000,1
4,67,1677000,2
3,67,1677000,3
3,67,1677000,4
13,67,1677000,5
0,67,2589000,1
0,67,2589000,2
4,67,2589000,3
0,67,2589000,4
2,67,2589000,5
6,67,2589000,1
2,67,2589000,2
11,67,2589000,3
13,67,2589000,4
13,67,2589000,5
1,67,2589000,1
1,67,2589000,2
6,67,2589000,3
7,67,2589000,4
7,67,2589000,5
6,67,7544000,1
5,67,7544000,2
21,67,7544000,3
22,67,7544000,4
19,67,7544000,5
5,67,245353,1
3,67,245353,2
11,67,245353,3
6,67,245353,4
4,67,245353,5
12,67,5071000,1
13,67,5071000,2
28,67,5071000,3
30,67,5071000,4
36,67,5071000,5
3,67,1677000,1
4,67,1677000,2
3,67,1677000,3
3,67,1677000,4
13,67,1677000,5
0,67,2589000,1
0,67,2589000,2
4,67,2589000,3
0,67,2589000,4
2,67,2589000,5
6,67,2589000,1
2,67,2589000,2
11,67,2589000,3
13,67,2589000,4
13,67,2589000,5
1,67,2589000,1
1,67,2589000,2
6,67,2589000,3
7,67,2589000,4
7,67,2589000,5
6,67,7544000,1
5,67,7544000,2
21,67,7544000,3
22,67,7544000,4
19,67,7544000,5
5,67,245353,1
3,67,245353,2
11,67,245353,3
6,67,245353,4
4,67,245353,5
12,67,5071000,1
13,67,5071000,2
28,67,5071000,3
30,67,5071000,4
36,67,5071000,5
3,67,1677000,1
4,67,1677000,2
3,67,1677000,3
3,67,1677000,4
13,67,1677000,5
0,67,2589000,1
0,67,2589000,2
4,67,2589000,3
0,67,2589000,4
2,67,2589000,5
6,67,2589000,1
2,67,2589000,2
11,67,2589000,3
13,67,2589000,4
13,67,2589000,5
1,67,2589000,1
1,67,2589000,2
6,67,2589000,3
7,67,2589000,4
7,67,2589000,5
6,67,7544000,1
5,67,7544000,2
21,67,7544000,3
22,67,7544000,4
19,67,7544000,5
5,67,245353,1
3,67,245353,2
11,67,245353,3
6,67,245353,4
4,67,245353,5
12,67,5071000,1
13,67,5071000,2
28,67,5071000,3
30,67,5071000,4
36,67,5071000,5
3,67,1677000,1
4,67,1677000,2
3,67,1677000,3
3,67,1677000,4
13,67,1677000,5
6,67,2589000,1
2,67,2589000,2
11,67,2589000,3
13,67,2589000,4
13,67,2589000,5
1,67,2589000,1
1,67,2589000,2
6,67,2589000,3
7,67,2589000,4
7,67,2589000,5
6,67,7544000,1
5,67,7544000,2
21,67,7544000,3
22,67,7544000,4
19,67,7544000,5
5,67,245353,1
3,67,245353,2
11,67,245353,3
6,67,245353,4
4,67,245353,5
12,67,5071000,1
13,67,5071000,2
28,67,5071000,3
30,67,5071000,4
36,67,5071000,5
3,67,1677000,1
4,67,1677000,2
3,67,1677000,3
3,67,1677000,4
13,67,1677000,5
0,67,2589000,1
0,67,2589000,2
4,67,2589000,3
0,67,2589000,4
2,67,2589000,5
6,67,7544000,1
5,67,7544000,2
21,67,7544000,3
22,67,7544000,4
19,67,7544000,5
5,67,245353,1
3,67,245353,2
11,67,245353,3
6,67,245353,4
4,67,245353,5
12,67,5071000,1
13,67,5071000,2
28,67,5071000,3
30,67,5071000,4
36,67,5071000,5
3,67,1677000,1
4,67,1677000,2
3,67,1677000,3
3,67,1677000,4
13,67,1677000,5
6,67,2589000,1
2,67,2589000,2
11,67,2589000,3
13,67,2589000,4
13,67,2589000,5
1,67,2589000,1
1,67,2589000,2
6,67,2589000,3
7,67,2589000,4
7,67,2589000,5
6,67,7544000,1
5,67,7544000,2
21,67,7544000,3
22,67,7544000,4
19,67,7544000,5
5,67,245353,1
3,67,245353,2
11,67,245353,3
6,67,245353,4
4,67,245353,5
12,67,5071000,1
13,67,5071000,2
28,67,5071000,3
30,67,5071000,4
36,67,5071000,5
3,67,1677000,1
4,67,1677000,2
3,67,1677000,3
3,67,1677000,4
13,67,1677000,5
0,67,2589000,1
0,67,2589000,2
4,67,2589000,3
0,67,2589000,4
2,67,2589000,5
6,67,2589000,1
2,67,2589000,2
11,67,2589000,3
13,67,2589000,4
13,67,2589000,5
1,67,2589000,1
1,67,2589000,2
6,67,2589000,3
7,67,2589000,4
7,67,2589000,5
4,62,7544000,1
5,62,7544000,2
14,62,7544000,3
18,62,7544000,4
18,62,7544000,5
3,62,245353,1
3,62,245353,2
5,62,245353,3
6,62,245353,4
6,62,245353,5
13,62,5071000,1
14,62,5071000,2
20,62,5071000,3
22,62,5071000,4
31,62,5071000,5
7,62,2589000,1
4,62,2589000,2
13,62,2589000,3
13,62,2589000,4
12,62,2589000,5
3,62,2589000,1
3,62,2589000,2
4,62,2589000,3
9,62,2589000,4
8,62,2589000,5
4,62,7544000,1
5,62,7544000,2
14,62,7544000,3
18,62,7544000,4
18,62,7544000,5
3,62,245353,1
3,62,245353,2
5,62,245353,3
6,62,245353,4
6,62,245353,5
13,62,5071000,1
14,62,5071000,2
20,62,5071000,3
22,62,5071000,4
31,62,5071000,5
4,62,1677000,1
6,62,1677000,2
3,62,1677000,3
6,62,1677000,4
12,62,1677000,5
0,62,2589000,1
0,62,2589000,2
0,62,2589000,3
1,62,2589000,4
0,62,2589000,5
7,62,2589000,1
4,62,2589000,2
13,62,2589000,3
13,62,2589000,4
12,62,2589000,5
3,62,2589000,1
3,62,2589000,2
4,62,2589000,3
9,62,2589000,4
8,62,2589000,5
4,62,7544000,1
5,62,7544000,2
14,62,7544000,3
18,62,7544000,4
18,62,7544000,5
3,62,245353,1
3,62,245353,2
5,62,245353,3
6,62,245353,4
6,62,245353,5
13,62,5071000,1
14,62,5071000,2
20,62,5071000,3
22,62,5071000,4
31,62,5071000,5
4,62,1677000,1
6,62,1677000,2
3,62,1677000,3
6,62,1677000,4
12,62,1677000,5
7,62,2589000,1
4,62,2589000,2
13,62,2589000,3
13,62,2589000,4
12,62,2589000,5
3,62,2589000,1
3,62,2589000,2
4,62,2589000,3
9,62,2589000,4
8,62,2589000,5
4,62,7544000,1
5,62,7544000,2
14,62,7544000,3
18,62,7544000,4
18,62,7544000,5
3,62,245353,1
3,62,245353,2
5,62,245353,3
6,62,245353,4
6,62,245353,5
13,62,5071000,1
14,62,5071000,2
20,62,5071000,3
22,62,5071000,4
31,62,5071000,5
4,62,1677000,1
6,62,1677000,2
3,62,1677000,3
6,62,1677000,4
12,62,1677000,5
7,62,2589000,1
4,62,2589000,2
13,62,2589000,3
13,62,2589000,4
12,62,2589000,5
3,62,2589000,1
3,62,2589000,2
4,62,2589000,3
9,62,2589000,4
8,62,2589000,5
4,62,7544000,1
5,62,7544000,2
14,62,7544000,3
18,62,7544000,4
18,62,7544000,5
3,62,245353,1
3,62,245353,2
5,62,245353,3
6,62,245353,4
6,62,245353,5
13,62,5071000,1
14,62,5071000,2
20,62,5071000,3
22,62,5071000,4
31,62,5071000,5
4,62,1677000,1
6,62,1677000,2
3,62,1677000,3
6,62,1677000,4
12,62,1677000,5
7,62,2589000,1
4,62,2589000,2
13,62,2589000,3
13,62,2589000,4
12,62,2589000,5
3,62,2589000,1
3,62,2589000,2
4,62,2589000,3
9,62,2589000,4
8,62,2589000,5
4,62,7544000,1
5,62,7544000,2
14,62,7544000,3
18,62,7544000,4
18,62,7544000,5
3,62,245353,1
3,62,245353,2
5,62,245353,3
6,62,245353,4
6,62,245353,5
13,62,5071000,1
14,62,5071000,2
20,62,5071000,3
22,62,5071000,4
31,62,5071000,5
4,62,1677000,1
6,62,1677000,2
3,62,1677000,3
6,62,1677000,4
12,62,1677000,5
7,62,2589000,1
4,62,2589000,2
13,62,2589000,3
13,62,2589000,4
12,62,2589000,5
3,62,2589000,1
3,62,2589000,2
4,62,2589000,3
9,62,2589000,4
8,62,2589000,5
4,62,7544000,1
5,62,7544000,2
14,62,7544000,3
18,62,7544000,4
18,62,7544000,5
3,62,245353,1
3,62,245353,2
5,62,245353,3
6,62,245353,4
6,62,245353,5
13,62,5071000,1
14,62,5071000,2
20,62,5071000,3
22,62,5071000,4
31,62,5071000,5
4,62,1677000,1
6,62,1677000,2
3,62,1677000,3
6,62,1677000,4
12,62,1677000,5
7,62,2589000,1
4,62,2589000,2
13,62,2589000,3
13,62,2589000,4
12,62,2589000,5
3,62,2589000,1
3,62,2589000,2
4,62,2589000,3
9,62,2589000,4
8,62,2589000,5
7,55,7544000,1
5,55,7544000,2
17,55,7544000,3
12,55,7544000,4
17,55,7544000,5
8,55,245353,1
2,55,245353,2
10,55,245353,3
3,55,245353,4
3,55,245353,5
10,55,5071000,1
8,55,5071000,2
26,55,5071000,3
24,55,5071000,4
29,55,5071000,5
3,55,1677000,1
2,55,1677000,2
6,55,1677000,3
11,55,1677000,4
11,55,1677000,5
5,55,2589000,1
7,55,2589000,2
19,55,2589000,3
13,55,2589000,4
4,55,2589000,5
3,55,2589000,1
0,55,2589000,2
8,55,2589000,3
11,55,2589000,4
9,55,2589000,5
7,55,7544000,1
5,55,7544000,2
17,55,7544000,3
12,55,7544000,4
17,55,7544000,5
8,55,245353,1
2,55,245353,2
10,55,245353,3
3,55,245353,4
3,55,245353,5
10,55,5071000,1
8,55,5071000,2
26,55,5071000,3
24,55,5071000,4
29,55,5071000,5
3,55,1677000,1
2,55,1677000,2
6,55,1677000,3
11,55,1677000,4
11,55,1677000,5
0,55,2589000,1
0,55,2589000,2
0,55,2589000,3
2,55,2589000,4
1,55,2589000,5
5,55,2589000,1
7,55,2589000,2
19,55,2589000,3
13,55,2589000,4
4,55,2589000,5
3,55,2589000,1
0,55,2589000,2
8,55,2589000,3
11,55,2589000,4
9,55,2589000,5
7,55,7544000,1
5,55,7544000,2
17,55,7544000,3
12,55,7544000,4
17,55,7544000,5
8,55,245353,1
2,55,245353,2
10,55,245353,3
3,55,245353,4
3,55,245353,5
10,55,5071000,1
8,55,5071000,2
26,55,5071000,3
24,55,5071000,4
29,55,5071000,5
3,55,1677000,1
2,55,1677000,2
6,55,1677000,3
11,55,1677000,4
11,55,1677000,5
5,55,2589000,1
7,55,2589000,2
19,55,2589000,3
13,55,2589000,4
4,55,2589000,5
3,55,2589000,1
0,55,2589000,2
8,55,2589000,3
11,55,2589000,4
9,55,2589000,5
7,55,7544000,1
5,55,7544000,2
17,55,7544000,3
12,55,7544000,4
17,55,7544000,5
8,55,245353,1
2,55,245353,2
10,55,245353,3
3,55,245353,4
3,55,245353,5
10,55,5071000,1
8,55,5071000,2
26,55,5071000,3
24,55,5071000,4
29,55,5071000,5
3,55,1677000,1
2,55,1677000,2
6,55,1677000,3
11,55,1677000,4
11,55,1677000,5
5,55,2589000,1
7,55,2589000,2
19,55,2589000,3
13,55,2589000,4
4,55,2589000,5
3,55,2589000,1
0,55,2589000,2
8,55,2589000,3
11,55,2589000,4
9,55,2589000,5
7,55,7544000,1
5,55,7544000,2
17,55,7544000,3
12,55,7544000,4
17,55,7544000,5
8,55,245353,1
2,55,245353,2
10,55,245353,3
3,55,245353,4
3,55,245353,5
10,55,5071000,1
8,55,5071000,2
26,55,5071000,3
24,55,5071000,4
29,55,5071000,5
3,55,1677000,1
2,55,1677000,2
6,55,1677000,3
11,55,1677000,4
11,55,1677000,5
5,55,2589000,1
7,55,2589000,2
19,55,2589000,3
13,55,2589000,4
4,55,2589000,5
3,55,2589000,1
0,55,2589000,2
8,55,2589000,3
11,55,2589000,4
9,55,2589000,5
7,55,7544000,1
5,55,7544000,2
17,55,7544000,3
12,55,7544000,4
17,55,7544000,5
8,55,245353,1
2,55,245353,2
10,55,245353,3
3,55,245353,4
3,55,245353,5
10,55,5071000,1
8,55,5071000,2
26,55,5071000,3
24,55,5071000,4
29,55,5071000,5
3,55,1677000,1
2,55,1677000,2
6,55,1677000,3
11,55,1677000,4
11,55,1677000,5
0,55,2589000,1
0,55,2589000,2
0,55,2589000,3
2,55,2589000,4
1,55,2589000,5
5,55,2589000,1
7,55,2589000,2
19,55,2589000,3
13,55,2589000,4
4,55,2589000,5
3,55,2589000,1
0,55,2589000,2
8,55,2589000,3
11,55,2589000,4
9,55,2589000,5
7,55,7544000,1
5,55,7544000,2
17,55,7544000,3
12,55,7544000,4
17,55,7544000,5
8,55,245353,1
2,55,245353,2
10,55,245353,3
3,55,245353,4
3,55,245353,5
10,55,5071000,1
8,55,5071000,2
26,55,5071000,3
24,55,5071000,4
29,55,5071000,5
3,55,1677000,1
2,55,1677000,2
6,55,1677000,3
11,55,1677000,4
11,55,1677000,5
5,55,2589000,1
7,55,2589000,2
19,55,2589000,3
13,55,2589000,4
4,55,2589000,5
3,55,2589000,1
0,55,2589000,2
8,55,2589000,3
11,55,2589000,4
9,55,2589000,5
6,48,7544000,1
2,48,7544000,2
18,48,7544000,3
15,48,7544000,4
22,48,7544000,5
3,48,245353,1
1,48,245353,2
1,48,245353,3
1,48,245353,4
4,48,245353,5
6,48,5071000,1
13,48,5071000,2
36,48,5071000,3
19,48,5071000,4
48,48,5071000,5
0,48,2589000,1
0,48,2589000,2
2,48,2589000,3
1,48,2589000,4
2,48,2589000,5
6,48,2589000,1
2,48,2589000,2
21,48,2589000,3
6,48,2589000,4
22,48,2589000,5
1,48,2589000,1
2,48,2589000,2
9,48,2589000,3
8,48,2589000,4
8,48,2589000,5
6,48,7544000,1
2,48,7544000,2
18,48,7544000,3
15,48,7544000,4
22,48,7544000,5
3,48,245353,1
1,48,245353,2
1,48,245353,3
1,48,245353,4
4,48,245353,5
6,48,5071000,1
13,48,5071000,2
36,48,5071000,3
19,48,5071000,4
48,48,5071000,5
4,48,1677000,1
4,48,1677000,2
11,48,1677000,3
10,48,1677000,4
9,48,1677000,5
6,48,2589000,1
2,48,2589000,2
21,48,2589000,3
6,48,2589000,4
22,48,2589000,5
1,48,2589000,1
2,48,2589000,2
9,48,2589000,3
8,48,2589000,4
8,48,2589000,5
6,48,7544000,1
2,48,7544000,2
18,48,7544000,3
15,48,7544000,4
22,48,7544000,5
3,48,245353,1
1,48,245353,2
1,48,245353,3
1,48,245353,4
4,48,245353,5
6,48,5071000,1
13,48,5071000,2
36,48,5071000,3
19,48,5071000,4
48,48,5071000,5
4,48,1677000,1
4,48,1677000,2
11,48,1677000,3
10,48,1677000,4
9,48,1677000,5
0,48,2589000,1
0,48,2589000,2
2,48,2589000,3
1,48,2589000,4
2,48,2589000,5
6,48,2589000,1
2,48,2589000,2
21,48,2589000,3
6,48,2589000,4
22,48,2589000,5
1,48,2589000,1
2,48,2589000,2
9,48,2589000,3
8,48,2589000,4
